Identifiant,Nom,Description,Tag 1,Tag 2,Tag 3,Latitude,Longitude,N° et nom de rue,CP,Ville,Année de création,Url site web,Email,Nom compte Twitter,Url page Facebook,Url page Google +,Url page Linkedin,Url page Viadeo,Catégorie
cedexis,Cedexis,Cedexis propose des solutions de cloudcomputing pour la surveillance et l'optimisation de trafic sur le web.,cloudcomputing,,,48.814091,2.34391,27 rue Raymond Lefebvre,94250,Gentilly,2009,http://www.cedexis.fr,,cedexis,https://www.facebook.com/Cedexis,,http://www.linkedin.com/company/cedexis,,Entreprise
cedralis,Cedralis,Cedralis propose une offre globale unique en France alliant conseils de spécialistes en gestion de crise et solutions techniques performantes pour la diffusion d’alertes multimédia à destination du grand public et/ou de personnes ciblées.,securite,,,48.8853896,2.2499978,"Immeuble Litwin, 10 rue Jean Jaurès",92800,Puteaux,2002,http://www.cedralis.net,,,,,,,Entreprise
celeste,Celeste,CELESTE est fournisseur d'accès Internet haut débit et haute disponibilité pour les PME partout en France.,,,,48.852775,2.602651,"20 rue Albert Einstein, Cité Descartes",77420,Champs Sur Marne,2001,http://www.celeste.fr,,,,,,,Entreprise
celum,Celum,Celum est l'un des leaders dans le domaine des solutions d'entreprise de digital asset management solutions.,,,,48.75753,1.98505,46 avenue des Frères Lumière,78190,Trappes,1999,http://www.celum.com,,celum,https://www.facebook.com/pages/celum-ALWAYS-AHEAD/129629563448,,http://www.linkedin.com/company/328144,,Entreprise
centre-francilien-de-l-innovation,Centre Francilien de l'Innovation,"Le Centre Francilien de l’Innovation soutient le développement des entreprises franciliennes en accompagnant la maturation et la mise en œuvre de leurs projets d’innovation à forte valeur ajoutée économique, sociale et environnementale.",organismeassocie,conseilregional,innovation,48.851768,2.37415,74 rue du Faubourg Saint Antoine,75012,Paris,,http://www.innovation-idf.org,,InnovationIdF,,,http://www.linkedin.com/company/1415024,,Acteur public
chambrealouer.com,Chambrealouer.com,"Chambre à louer est un spécialiste du logement alternatif, c’est-à-dire du logement chez l’habitant. Cela consiste à mettre en relation deux particuliers afin qu’un propriétaire puisse accueillir un locataire, selon plusieurs formules disponibles.",,,,48.828922470000464,2.3324412060004533,9 rue Bezout 75014 Paris,,,2009,http://chambrealouer.com,communication@welchome.com,chambrealouer,https://www.facebook.com/pages/chambrealouercom/98952636245,https://plus.google.com/107589529808972675076/posts,,,Entreprise
checkphone-technologies,Checkphone Technologies,"CHECKPHONE TECHNOLOGIES édite la suite logicielle Expert Telecom Security System, ayant pour objectif de sécuriser les applications téléphoniques et d’intégrer la téléphonie dans la démarche globale de sécurité des entreprises. ",securite,telecoms,,48.868388,2.2271713,2-6 rue des Bourets,92150,Suresnes,2005,http://www.checkphone.com,,,,,,,Entreprise
chef-jérôme,Chef Jérôme,Chef Jérôme propose une solution de e-commerce distribué qui permet d'embarquer des interfaces de vente dans les contenus de sites web.,ecommerce,,,48.871109,2.393599,24 rue de l'Est,75020,Paris,2011,http://www.chefjerome.com,,Chef_Jerome,,,http://www.linkedin.com/company/2289538,,Entreprise
chemins-de-tr-verse,Chemins de Tr@verse,"Chemins de tr@verse est une maison d’édition numérique et papier qui conçoit, édite, publie et vend des livres notamment via sa plateforme bouquineo.fr",edition,librairie,ebook,48.876911,2.34714,2 rue Pierre Sémard,75009,Paris,,http://www.chemins-de-traverse.fr,,Chdetraverse,,,,,Entreprise
chocolapps,Chocolapps,Chocolapps édite et développe des applications mobiles ludo-éducatives pour les enfants.,ludoeducatif,mobile,enfants,48.893452,2.28381,92 rue Anatole France,92300,Levallois Perret,2010,http://www.chocolapps.com,,chocolapps,https://www.facebook.com/Chocolapps,https://plus.google.com/116808544276734183829,http://www.linkedin.com/company/2733027,,Entreprise
chugulu-games,Chugulu Games,Chugulu Games est une agence spécialisée en communication ludo-éducative et en divertissement digital qui fabrique des créations numériques pour le web et le mobile.,communication,ludoeducatif,,48.86187,2.35063,64 rue Rambuteau,75003,Paris,2006,http://www.chugulu.biz,,Chugulu,https://www.facebook.com/chugulugames,,http://www.linkedin.com/company/1441529,,Prestataire
cibul,Cibul,"Cibul est une plateforme web qui permet de publier des événements et de les organiser sous forme d'agendas collaboratifs. Les données sont structurées, géolocalisées et exportables via widget, iframe et API.",agenda,evenements,collaboration,48.90292,2.2807,8 rue Alice,92400,Courbevoie,2009,http://www.cibul.net,,cibul,https://www.facebook.com/cibul.net,,http://www.linkedin.com/company/298617,,Entreprise
ciele,Ciele,"Ciele Ingenierie étude et développement des systèmes électroniques et logiciels embarqués dans les domaines de l'automobile, de l'aéronautique, du ferroviaire, de la défense.",ocds,,,48.7626271,2.4682592,"135, Chemin des Bassins, Hameau B",94000,Creteil,2007,http://www.ciele.fr,,,,,,,Entreprise
cifap,Cifap,"Cifap est un organisme de formation professionnelle continue spécialisé en audiovisuel, médias, et web.",web,audiovisuel,medias,48.85191,2.42149,27 rue du progrès,93100,Montreuil,1999,http://www.cifap.com,,Cifap,https://www.facebook.com/CifapFormation,https://plus.google.com/+cifap,http://www.linkedin.com/company/657542,,École
cinemur,Cinemur,"Cinemur est une plateforme communautaire, web et mobile, pour trouver les meilleurs films à voir entre amis, au cinéma et à la télévision.",films,cinema,,48.87611,2.3365,35 rue de Châteaudun,75009,Paris,2011,http://www.cinemur.fr,,cinemur,https://www.facebook.com/cinemurapp,,http://www.linkedin.com/company/2759000,,Entreprise
cira,Cira,"Societe de Compression D'Images En Reseaux Et Applications. Editeur de waaves, technologie d'encodage d'images fixes pour applications professionnelles qui associe le respect de la qualité originale, la légèreté du fichier et la conservation de la résolution.",ocds,,,48.8861815,2.2263854,11 rue Charcot,92800,Puteaux,1998,http://www.waaves.com,,,,,,,Entreprise
cisco-systems,Cisco Systems,Cisco Systems est une entreprise informatique qui vend du matériel réseau (routeur et commutateur ethernet) et des serveurs.,equipement,informatique,,48.830471,2.26571,11 rue Camille Desmoulins,92782,Issy-les-Moulineaux,1984,http://www.cisco.com,,CiscoSystems,https://www.facebook.com/pages/Cisco-Systems/112463015433208,https://plus.google.com/+CiscoSystems,http://www.linkedin.com/company/1063,,Entreprise
cite-des-sciences-et-de-l-industrie,Cite des Sciences Et de l'Industrie,"La cité des sciences et de l'industrie est un établissement public de diffusion de la culture scientifique, technique et industrielle.",telecoms,,,48.895985,2.387059,30 avenue Corentin Cariou,75930,Paris,1985,http://www.cite-sciences.fr,,,,,,,Entreprise
citegreen,Citegreen,"CitéGreen est un programme d'incitation qui met en relation des usagers avec leur collectivité, des fournisseurs de services écologiques et des marques qui, par leurs produits, leurs services ou leurs investissements s’engagent pour l’environnement.",developpementdurable,retribution,ecoresponsable,48.893959,2.35278,110 rue des Poissonniers ,75018,Paris,2011,http://www.citegreen.com,,CiteGreen,https://www.facebook.com/CiteGreen,,http://www.linkedin.com/company/2035543,,Entreprise
citizen-box,Citizen Box,"Citizen Box est un espace de coworking propulsé par Paris Mix, grappe d'entreprises Musique et Innovation, ouvert aux travailleurs indépendants soucieux de développer leurs projets et parcours professionnels.",coworking,musique,,48.897072,2.35271,146 rue des Poissonniers,75018,Paris,2013,http://www.citizenbox.fr,,,,,,,Tiers-lieu
citizen-place,Citizen Place,Citizen Place est une plateforme d'applications web conçues et développées pour les organisations à but non lucratif pour faciliter leur gestion interne et leur communication.,apps,associations,plateforme,48.843029,2.2442,73 rue du Château,92100,Boulogne Billancourt,2009,http://www.citizenplace.com,,citizenplace,,,http://www.linkedin.com/company/1263890,,Entreprise
citizenside,Citizenside,Citizenside est une plateforme communautaire qui rassemble des reporters amateurs et/ou indépendants afin de partager des photos / vidéos d'actualité.,reseausocial,journalisme,,48.884319,2.34283,19  place Saint Pierre,75018,Paris,2006,http://www.citizenside.com,redaction@citizenside.com,citizensideFR,https://www.facebook.com/citizenside.fr,https://plus.google.com/u/0/+citizenside/,http://www.linkedin.com/company/863098,,Entreprise
citrix,Citrix,"Citrix propose des produits de collaboration, de virtualisation et de mise en réseau pour faciliter le travail mobile et l’adoption des services cloud. ",virtualisation,cloudcomputing,,48.89056,2.24318,102 esplanade du Général De Gaulle,92400,Courbevoie,1989,http://www.citrix.com,,citrix,https://www.facebook.com/Citrix,https://plus.google.com/+citrix,http://www.linkedin.com/company/2641,,Entreprise
citypassenger,CityPassenger,CityPassenger propose avec Mobile-IT Networks une gamme de solutions réseaux tout-en-un.,reseaux,telecom,,48.68383,2.199608,1 avenue de l'Atlantique,91940,Les Ulis,2001,http://www.citypassenger.com,,CityPassenger,,,http://www.linkedin.com/company/113514,,Entreprise
cityzen-mobility,Cityzen Mobility,"Cityzen Mobility propose CityzenCab, une plateforme de ""taxi partagé"" qui permet de trouver la meilleure offre de taxi au meilleur prix, en moyenne 2 fois moins cher qu'un taxi.",taxi,cabsharing,,48.893959,2.35278,110 rue des Poissonniers ,75018,Paris,2011,http://www.cityzencab.com,,cityzencab,https://www.facebook.com/CityzenCab,,,,Entreprise
cityzencar,CityzenCar,CityzenCar est un service en ligne d'autopartage pour la location de voitures entre particuliers.,autopartage,carsharing,economiecollaborative,48.86363,2.436492,104 avenue de la Résistance,93100,Montreuil,2011,http://fr.cityzencar.com,,CityzenCar,https://www.facebook.com/cityzencar,,http://www.linkedin.com/company/1671887,,Entreprise
cityzeum,Cityzeum,"Cityzeum est une plateforme d’info-médiation touristique qui fournit des guides gratuits, des conseils et réservations d'hôtels, un comparateur de voyages et la présentation des destinations.",infomediation,tourisme,voyage,48.884251,2.31465,24 rue Claude Pouillet,75017,Paris,2006,http://www.cityzeum.com,,cityzeum,https://www.facebook.com/cityzeum,,,,Entreprise
civiliz,Civiliz,Civiliz est une application mobile pour commenter tous les lieux de la vie quotidienne : ceux qu'on voudrait améliorer ou ceux que l'on aime et qu'on a envie de faire connaître.,mobile,recommandation,avis,48.88051,2.242993,105 rue Voltaire,92800,Puteaux,2010,http://www.civiliz.fr,,Civiliz,https://www.facebook.com/civiliz,,http://www.linkedin.com/company/1430534,,Entreprise
civitec,Civitec,"Pro-SiVIC™, a platform for modelling and simulation of multi-frequency environment and multi-technology sensors.",transport,,,48.801408,2.130122,"25, Allée des Marronniers, Satory, Parc d'Activités",78000,Versailles,2008,http://www.civitec.com,,,,,,,Entreprise
ckab,CKAB,"Pionnier de l'impression 3D individuelle, CKAB est le partenaire européen de MakerBot depuis 2009. Nous distribuons également du matériel Open-Source-Hardware et vous accompagnons dans la conception et réalisation d'Objets intelligents et connectés.",,,,48.870795932000476,2.341238171000441,19 galerie Feydeau,75002,Paris,2011,http://www.ckab.com,romain.pouzol@ckab.com,CKAB,https://www.facebook.com/ckab.hd,,http://www.linkedin.com/company/ckab,,Entreprise
cleantech-business-angels,Cleantech Business Angels,Cleantech Business Angels est une association dont la mission est de faciliter l’investissement dans les startups cleantech et greentech.,businessangel,cleantech,greentech,48.887192,2.25095,8 terrasse Bellini,92800,Puteaux,2008,http://www.cleantechbusinessangels.com,,CleantechBA,,,http://www.linkedin.com/company/285538,,Investisseur
clearsy,Clearsy,"spécification formelle pour l'ingénierie logicielle (spécification, conception, validation) - bureau d'ingénierie à valeur ajouté",ocds,,,43.4909759,5.3402506,320 avenue Archimede,13100,Aix-En-Provence,2001,http://www.clearsy.com,,,,,,,Entreprise
cleeng,Cleeng,Cleeng fournit des solutions de diffusion de contenus digitaux pour tous les supports.,video,diffusion,ecommerce,48.84193,2.22108,1 rue Royale,92210,Saint-Cloud,2011,http://www.cleeng.com,,cleeng,https://www.facebook.com/cleeng,,http://www.linkedin.com/company/1453976,,Entreprise
cliris,Cliris,CLIRIS apporte des réponses concrètes aux marques et réseaux de distribution sur le pilotage de leur performance magasin et la rentabilité de leurs opérations marketing et merchandising.,,,,48.8952798,2.248584,6 rue de Bitche,92400,Courbevoie,2006,,,,,,,,Entreprise
cloneo,Cloneo,CLONEO est une entreprise experte dans la mise à l'épreuve des systèmes de supervision.  Notre produit principal est la mise en oeuvre de plateformes virtuelles de contrôle commande.,,,,48.8260977,2.2730517,16 avenue Kléber,92130,Issy-Les-Moulineaux,2011,,,,,,,,Entreprise
cloudscreener,CloudScreener,"CloudScreener compare les offres cloud sur plus de 120 critères (prix, performances, sécurité) et permet enfin aux entreprises de trouver le meilleur fournisseur cloud pour leurs besoins.",,,,48.86763193900049,2.3394015390004483,12 rue Vivienne,75002,Paris,2012,http://www.cloudscreener.com,anthony@cloudscreener.com,cloudscreener,https://www.facebook.com/Cloudscreener,https://plus.google.com/112921637971961449454/posts,http://www.linkedin.com/company/2842333,,Entreprise
cloudwatt,Cloudwatt,Cloudwatt a pour objectif de mettre la puissance du numérique à la disposition de toutes les entreprises en leur fournissant une infrastructure compétitive de cloud computing.,cloudcomputing,,,48.83469,2.2442,117 avenue Victor Hugo,92100,Boulogne Billancourt,2012,http://www.cloudwatt.com,pierre.paperon@cloudwatt.com,cloudwatt,https://www.facebook.com/Cloudwatt,,http://www.linkedin.com/company/2770068,,Entreprise
cm-cic-capital-innovation,Cm-Cic Capital Innovation,CM-CIC Capital Innovation accélère le développement de vos innovations.,Investisseur,,,45.7620905,4.8369882,"Espace Cordeliers, 2, rue Président Carnot",69293,Lyon Cedex 03,1988,http://www.cmcic-capitalfinance.com/fr/index.html,,,,,,,Entreprise
cnam-cedric,Cnam - Cedric,"CEDRIC regroupe l’ensemble des activités de recherche en informatique, mathématiques appliquées et électronique menées au Cnam.",securite,opensource,ocds,48.867035,2.3546669,"292, rue Saint Martin, Cedex 03",75141,Paris,1983,http://cedric.cnam.fr,,,,,,,Entreprise
cnil,CNIL,La Commission Nationale de l’Informatique et des Libertés est chargée de veiller à ce que l’informatique soit au service du citoyen et qu’elle ne porte atteinte aux libertés individuelles ou publiques.,aai,informatique,libertes,48.867359,2.33921,8 rue Vivienne,75002,Paris,1978,http://www.cnil.fr,,CNIL,https://www.facebook.com/CNIL,https://plus.google.com/+cnil,http://www.linkedin.com/company/1213297,,Acteur public
